name,type,start_time,duration,"ack","address","read","data"
"I2C","data",2026-05-06T07:20:04.449405700+00:00,0.00085,true,,,0x13
"I2C","data",2026-05-06T07:20:04.450305700+00:00,0.000851,false,,,0xFF
"I2C","start",2026-05-06T07:20:05.448851700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:05.448926700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:05.449826700+00:00,0.000851,true,,,0x13
"I2C","data",2026-05-06T07:20:05.450727700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:06.449272700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:06.449347700+00:00,0.000851,true,0x4B,true,
"I2C","data",2026-05-06T07:20:06.450248700+00:00,0.00085,true,,,0x13
"I2C","data",2026-05-06T07:20:06.451148700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:07.449694700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:07.449769700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:07.450669700+00:00,0.00085,true,,,0x13
"I2C","data",2026-05-06T07:20:07.451569700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:08.450115700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:08.450190700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:08.451090700+00:00,0.00085,true,,,0x13
"I2C","data",2026-05-06T07:20:08.451990700+00:00,0.000851,false,,,0xFF
"I2C","start",2026-05-06T07:20:09.450536700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:09.450611700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:09.451511700+00:00,0.000851,true,,,0x13
"I2C","data",2026-05-06T07:20:09.452412700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:10.450957700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:10.451032700+00:00,0.000851,true,0x4B,true,
"I2C","data",2026-05-06T07:20:10.451933700+00:00,0.00085,true,,,0x12
"I2C","data",2026-05-06T07:20:10.452833700+00:00,0.00085,false,,,0xD8
"I2C","start",2026-05-06T07:20:11.451378700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:11.451453700+00:00,0.000851,true,0x4B,true,
"I2C","data",2026-05-06T07:20:11.452354700+00:00,0.00085,true,,,0x12
"I2C","data",2026-05-06T07:20:11.453254700+00:00,0.00085,false,,,0xD0
"I2C","start",2026-05-06T07:20:12.451800700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:12.451875700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:12.452775700+00:00,0.00085,true,,,0x12
"I2C","data",2026-05-06T07:20:12.453675700+00:00,0.00085,false,,,0xA8
"I2C","start",2026-05-06T07:20:13.452221700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:13.452296700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:13.453196700+00:00,0.00085,true,,,0x12
"I2C","data",2026-05-06T07:20:13.454096700+00:00,0.000851,false,,,0x78
"I2C","start",2026-05-06T07:20:14.452642700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:14.452717700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:14.453617700+00:00,0.00085,true,,,0x12
"I2C","data",2026-05-06T07:20:14.454517700+00:00,0.000851,false,,,0x68
"I2C","start",2026-05-06T07:20:15.453063700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:15.453138700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:15.454038700+00:00,0.00085,true,,,0x12
"I2C","data",2026-05-06T07:20:15.454938700+00:00,0.000851,false,,,0x58
"I2C","start",2026-05-06T07:20:16.453484700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:16.453559700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:16.454459700+00:00,0.000851,true,,,0x12
"I2C","data",2026-05-06T07:20:16.455360700+00:00,0.00085,false,,,0x40
"I2C","start",2026-05-06T07:20:17.453905700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:17.453980700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:17.454880700+00:00,0.000851,true,,,0x12
"I2C","data",2026-05-06T07:20:17.455781700+00:00,0.00085,false,,,0x18
"I2C","start",2026-05-06T07:20:18.454326700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:18.454401700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:18.455301700+00:00,0.000851,true,,,0x12
"I2C","data",2026-05-06T07:20:18.456202700+00:00,0.00085,false,,,0x00
"I2C","start",2026-05-06T07:20:19.454747700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:19.454822700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:19.455722700+00:00,0.000851,true,,,0x11
"I2C","data",2026-05-06T07:20:19.456623700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:20.455168700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:20.455243700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:20.456143700+00:00,0.000851,true,,,0x11
"I2C","data",2026-05-06T07:20:20.457044700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:21.455589700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:21.455664700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:21.456564700+00:00,0.000851,true,,,0x11
"I2C","data",2026-05-06T07:20:21.457465700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:22.456010700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:22.456085700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:22.456985700+00:00,0.000851,true,,,0x11
"I2C","data",2026-05-06T07:20:22.457886700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:23.456431700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:23.456506700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:23.457406700+00:00,0.000851,true,,,0x11
"I2C","data",2026-05-06T07:20:23.458307700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:24.456852700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:24.456927700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:24.457827700+00:00,0.000851,true,,,0x11
"I2C","data",2026-05-06T07:20:24.458728700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:25.457273700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:25.457348700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:25.458248700+00:00,0.000851,true,,,0x11
"I2C","data",2026-05-06T07:20:25.459149700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:26.457694700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:26.457769700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:26.458669700+00:00,0.000851,true,,,0x11
"I2C","data",2026-05-06T07:20:26.459570700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:27.458115700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:27.458190700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:27.459090700+00:00,0.000851,true,,,0x11
"I2C","data",2026-05-06T07:20:27.459991700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:28.458536700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:28.458611700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:28.459511700+00:00,0.000851,true,,,0x11
"I2C","data",2026-05-06T07:20:28.460412700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:29.458957700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:29.459032700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:29.459932700+00:00,0.000851,true,,,0x11
"I2C","data",2026-05-06T07:20:29.460833700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:30.459378700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:30.459453700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:30.460353700+00:00,0.000851,true,,,0x11
"I2C","data",2026-05-06T07:20:30.461254700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:31.459799700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:31.459874700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:31.460774700+00:00,0.000851,true,,,0x11
"I2C","data",2026-05-06T07:20:31.461675700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:32.460220700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:32.460295700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:32.461195700+00:00,0.000851,true,,,0x11
"I2C","data",2026-05-06T07:20:32.462096700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:33.460641700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:33.460716700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:33.461616700+00:00,0.00085,true,,,0x11
"I2C","data",2026-05-06T07:20:33.462517700+00:00,0.00085,false,,,0xFF
"I2C","start",2026-05-06T07:20:34.461062700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:34.461137700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:34.462037700+00:00,0.00085,true,,,0x11
"I2C","data",2026-05-06T07:20:34.462937700+00:00,0.000851,false,,,0xFF
"I2C","start",2026-05-06T07:20:35.461483700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:35.461558700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:35.462458700+00:00,0.00085,true,,,0x11
"I2C","data",2026-05-06T07:20:35.463358700+00:00,0.000851,false,,,0xFF
"I2C","start",2026-05-06T07:20:36.461904700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:36.461979700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:36.462879700+00:00,0.00085,true,,,0x11
"I2C","data",2026-05-06T07:20:36.463779700+00:00,0.000851,false,,,0xFF
"I2C","start",2026-05-06T07:20:37.462325700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:37.462400700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:37.463300700+00:00,0.00085,true,,,0x11
"I2C","data",2026-05-06T07:20:37.464200700+00:00,0.000851,false,,,0xFF
"I2C","start",2026-05-06T07:20:38.462746700+00:00,0.000001,,,,
"I2C","address",2026-05-06T07:20:38.462821700+00:00,0.00085,true,0x4B,true,
"I2C","data",2026-05-06T07:20:38.463721700+00:00,0.00085,true,,,0x11
"I2C","data",2026-05-06T07:20:38.464621700+00:00,0.000851,false,,,0xFF
